property_type,price,bond,address,feature_bedroom,feature_bathroom,feature_parking,agent_brand,agent_name,available_date,property_details
Unit,710,"Bond $4,200","2806/462  Elizabeth St, Melbourne", 2, 2,0,,,Available now,"2B2b apartment in the center of MELBOURNE CBD!!! 710 pw Buzz the intercom or call 0452430208 for access of the property during Scheduled INSPECTION timeThe kitchen is state of the art with stone benchtop, an abundance of pantry space and stainless steel appliances including full oven, 4 burner gas cooktop and dishwasher. The bedroom is filled with an abundance of natural light and enjoys spectacular views across Melbourne offering room for a well sized bed with bed side table and mirrored built in robes.Gym, Swimming Pool and Sauna, Club Lounge are readily available. Inspect by appointment ONLY."
Apartment,650,"Bond $3,200","401/258 Flinders Lane, Melbourne", 1, 1,0,,,Available 21 Nov 2019,"Fully furnished option.Here is a fantastic opportunity to reside in one of Melbourne`s premiere locations in one of the most recognized boutique apartments block. Live amongst the hustle and bustle of the city`s cafe culture and yet a world away in this stunning American inspired apartment. The heritage Majorca building is located on the corner of Flinders Lane and Degraves St, placing you within walking distance, or free tram ride to everywhere in the CBD. The very best theatre, culinary and entertainment experiences await you.The apartment features huge windows overlooking degraves street and high ceilings allowing a welcoming, light and airy feeling.Comprising of;- One bedroom with built in robes and a Juliette balcony- Two way Ensuite bathroom- Open plan kitchen, dining and living rooms- Kitchen with gas stove, a dishwasher and plenty of preparation bench space- Large living room- Hydronic heating- Lock up basement storage The apartment comes fully furnished at $650pw.  Ready to move in and make yourself right at home in the heart of this most liveable city.Inspect now!Please book an inspection time or contact the agent if you would like to inspect this property.By registering for an inspection, you will be instantly informed of any updates, changes or cancellations for your appointment.The fastest and easiest way to apply for this property is through 1Form using the Apply Online feature, you will need an application code to apply, supplied after you have inspected the property."
Apartment,580,"Bond $2,520","1705/464-466 Collins St, Melbourne", 1, 1,0,,,Available now,"Property ID. 68710Send an online enquiry then check your email for a link to apply.  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .One of the premium brand new fully furnished 1bedroom apartment with the best location near the corner of Collins and William street, in a central city location that is regarded as the Melbourne’s premier street. The position enjoys close proximity to the Crown Casino, Collins street Shopping Precinct, Southern Cross Station, Flinders Street Station and numerous transport routes. The interior design of the apartments is of remarkable quality, featuring timber floors, Miele appliances, and centralised air-conditioning. The finishes palette features a blend of natural materials and contemporary products. All of the living rooms and bedrooms in the apartment has been carefully planned to maximise direct access to natural ventilation and light.The premium furniture provided will make you feel like home, relax and comfort.**** IMPORTANT***Click on Book an Inspection Time to register your details and be instantly informed of updates, changes or cancellations for your appointment. If there is no registration for an inspection time, the inspection may not proceed. Register now to ensure you don't miss out."
Apartment,470,"Bond $2,042","1013/422 Collins Street, Melbourne", 1, 1,0,Home@ - MELBOURNE,,Open today 3:00pm View allAvailable now,"***YOU MUST REGISTER TO ATTEND INSPECTIONS***Located inside the heritage listed Temple Court building in the heart of Collins Street, this apartment is sure to impress.Fully Furnished, this property features a secure entry, spacious open-plan living with timber floors, built-in robes, euro laundry and lovely modern kitchenette with gas cooking. The northern aspect provides plenty of natural light throughout - inspection is a must. YOU MUST REGISTER YOUR ATTENDANCE FOR INSPECTIONSContact rentals@homeat.com.au or call 039014900 or TEXT 0412068538  to register."
Apartment,440,"Bond $2,200","512/610 St Kilda Road, Melbourne", 1, 1, 1,,,Available 15 Nov 2019,"This fabulous one bedroom apartment offers fantastic views of St Kilda Boulevard. Located on St Kilda Road, this near new apartment comprises of spacious bedroom with mirrored built in robes, ensuite bathroom with bath and European style laundry, open plan kitchen with gas cooking and dishwasher, reverse cycle air-conditioning, large balcony overlooking St Kilda Road, lift access and undercover security parking with storage facility. - Public transport on your doorstep - Gym facilities - Secure entry - Private balcony - Just a short distance to bars, cafes and restaurants - Minutes to Albert ParkArranging an inspection is easy.To book a time to inspect, simply click on 'Email Agent' to arrange.By registering, you will be instantly informed of any updates, changes or cancellations for your appointment."
Studio,330,Bond $330,"918/268 Flinders Street, Melbourne",0, 1,0,,,Open today 10:00am View allAvailable now,"This fully furnished studio apartment is located across the road from Flinders Street Train Station, 2 mins walk away from cafes, restaurants and supermarket and plenty more you will be spoiled with choice.  The apartment is completely self-contained and is equipped with essential items such as DBL bed, refrigerator, microwave, gas cooktop, wardrobe, television, dining table and chairs.  The rental amount includes gas and water bills, the building it is located in is secure and features the following inclusions:- Communal commercial laundromat- Gymnasium- Outdoor terrace- 24 hour security The lease can be 6 or 12 months.  Please see inspection times to inspect this property or contact us on (03) 9014 9000 or email: reception@homeat.com.au for any questions.  "
Apartment,295,"Bond $1,281","508/238 Flinders Street, Melbourne", 1, 1,0,,,Available 12 Nov 2019,"What more could you ask for? A fantastic location for this apartment on the doorstep of Flinders Street Station and all the restaurants and cafes in the area. All within close proximity to all modes of public transport, Victoria Uni, Rmit Uni & Melbourne Uni.There are facilities like the laundry and recreation area in the building. Ideal for a single person or a couple. Available of the 12th of November 2019."
Studio,320,"Bond $1,387","1318/268 Flinders Street, Melbourne", 1, 1,0,,,Available 05 Dec 2019,"This prime location studio is located on the 13th floor of this secure building. There is lift access and a communal roof top terrace, also a basement gym.This fantastic apartment consists of the following features:* Functional kitchen with gas cooking* Open plan living room* Built in robe* Central bathroom with shower * Our company accepts no liability for the accuracy of images and content of this advertisement, or for the consequences of any actions taken on the basis of the information provided. MBIC recommend that all prospective tenants inspect all properties before they apply *"
Apartment,900,"Bond $5,400","706/505 St Kilda Road, Melbourne", 2, 3, 2,,,Available 05 Dec 2019,"Enjoy luxury living in this fully furnished executive apartment overlooking Fawkner Park. Located on Melbourne's best boulevard, this property is close to the Alfred Hospital and Albert Park Lake with the tram stop on your doorstep:*	Generous open plan living opening onto large winter garden with electronically controlled windows*	Kitchen with marble benches and Gaggenau stainless steel appliances*	Master bedroom with ample built in robes and study area*	Second bedroom with robes and ensuite*	Separate powder room *	Ducted heating and cooling*	Two secure underground car spaces*	25m lap pool, well equipped gym, steam rooms and sauna*	Rear direct access to Fawkner Park*	Secure video intercom entry and conciergeArranging an inspection is easy.To book a time to inspect, simply click on 'Email Agent' to arrange.By registering, you will be instantly informed of any updates, changes or cancellations for your appointment."
Apartment,700,"Bond $3,200","4013/228 La Trobe Street, Melbourne", 2, 1,0,,,Available now,Ready to move in!!Located next to Melbourne Central Station.Minutes walk to RMIT university 
Apartment,700,"Bond $3,500","2509/232 La Trobe Street, Melbourne", 2, 1,0,,,Available now,Ready to move in!!Located next to Melbourne Central Station.Minutes walk to RMIT university 
Apartment,640,"Bond $3,840","3901/464 Collins Street, Melbourne", 2, 1,0,,,Open today 5:15pm View allAvailable now,"*2 weeks free rent*A LIFE DEFINING ADDRESSThis luxuriously appointed 2 bedroom apartment feature premium fixtures and fittings, timber flooring, high-end Miele appliances, natural stone bench-tops and splash-backs, all culminating to a contemporary and striking design.Each residence has been meticulously designed by renowned architects Bates Smart, with careful consideration to natural light, clean lines, flowing spaces, materials, and distinctive touches throughout.There are two levels of amenity:-Indoor and outdoor dining and lounge spaces-A gourmet chef’s kitchen for resident’s use-An open terrace surrounded by lush greenery atop the heritage facadeThe St James Club is as opulent as one would imagine with a state of the art gymnasium, an outdoor deck and private bar and lounge areas.**To book an appointment to view this property, please click on the email agent button or request an inspection button and register your details and we will respond to you with available inspection times. Please note that You MUST register or the appointment time will not go ahead. If no appointment time is available yet please register and we will notify you as soon as a time becomes available. Please bring your ID at the inspection.**"
Apartment,600,,"911/601 Little Lonsdale Street, Melbourne", 2, 2,0,,,Available 19 Nov 2019,"UNFURNISHED - Perfectly designed for modern inner city living, this stunning two bedroom  premium apartment is situated in the recently completed Australis complex. Located in the heart of Melbourne, only a short walk to Southern Cross & Flagstaff stations, Spencer Street shopping centre, Coles and Crown Asian supermarkets, Queen Victoria Market, Marvel Stadium, Flagstaff Gardens and renowned universities such as Melbourne Uni & RMIT. Apartment features:- Bright and spacious open plan living with reverse cycle AC/heating and floor to ceiling windows- Both bedrooms and living area have plenty of natural light and stunning views- Sit back and relax on your own private balcony offering breathtaking views - Streamlined kitchen with soft close cabinetry, stone bench tops - Miele appliances including gas cooktop- Large master bedroom with private ensuite, BIR and floor to ceiling windows- Modern bathroom with laundry facilities including concealed washer and dryer stack Complex features:- Indoor heated pool & gymnasium- NBN broadband internet & pay-tv ready (fees may apply)- Grand entry foyer with 24hr concierge & on-site security- Keyless building access & video intercom.NOTE: image/s are indicative only and have been chosen to best reflect apartment advertised but may reflect a different apartment design.*Please note this building has an embedded network for one or more utility supplies.  For further information please speak to your Leasing Executive."
Apartment,595,,"34/32 Queens Road, Melbourne", 2, 1, 1,,,Available 16 Dec 2019,"FURNISHED - This wonderful art deco apartment comes fully furnished! Featuring two generously sized bedrooms, a modern kitchen and sparkling central bathroom, this apartment won’t last!Other features include beautiful timber floorboards, gas cooktop, cooling and is conveniantly located only meters away from public transport, Albert Park Lake and Fawkner Park."
Apartment,500,,"1202/81 A'Beckett Street, Melbourne", 1, 1,0,,,Available now,"Located in Empire Tower, this 1 Bedroom + 1 Bathroom apartment sits right within the centre of Melbourne CBD. Convenient for students, working people. Features below:- Walking distance to Victoria Market, supermarket, restaurants, tram stops to the central CBD or Melbourne University.- Double glazed windows allow more natural light and quiet living environment- Modern kitchen with stainless quality applicantsBook in appointment directly for inspections. 0466 399 131 WayneCall or Text."
Apartment,340,"Bond $1,477","911/268 Flinders Street, Melbourne",0, 1,0,,,Open Sat 16 Nov 11:00am View allAvailable 12 Nov 2019,"This property has everything you'll need right outside your front door ! Easy access to train or tram from Flinders Street Station. Woolworths  supermarket on ground level and amazing cafes and restaurants. You will be spoilt for choice.This neat and compact apartment features an easy open floor planFunctional kitchen with gas cook top, microwave and fridge Modern Bathroom Double bed with bed linen, cushions and a mirrored built -in robe There is also a study desk, draws and a fat screen tvWall mounted heater and ceiling fan.Along with the security entrance, the building also offers a gym, communal lounge area and outdoor entertainment terrace. Walking distance to the Arts precinct and the Paris End Of the City, Shopping options galore, Southbank Promenade, Crown Casino, Federation Square and you'll have no trouble finding a great coffee or restaurant next door in Degraves Street to relax and unwind.(Although every care has been taken in the preparation of the information above, we stress particulars herein are for information purposes only, and do not constitute representation by the Owner or the Agent.)"
Apartment,335,"Bond $1,456","G05/68 Hayward Lane, Melbourne", 1, 1,0,,,Available 09 Jan 2020,"***Open for Inspection times - please visit https://sha.com.au/property/5872-68-hayward-lane/LOCATIONThe Ultimate in Student AccommodationCentral location in Melbourne CBD with walking distance to QV, Chinatown, RMIT, and Melbourne Central.BUILDING•	Security entry complex•	Fully furnished •	 lift access to all floors•	Gas usage included in the rent•	Communal laundry onsite•	Bicycle storageStandard East Facing studio apartment. Comprising an open plan kitchenette, with gas hot plates, microwave oven, bar fridge, built in robe, ensuite style bathroom, built in workstation / desk, Flat screen TV  & communal laundry facilities. Gas & water usage included in the rental. Ground floor apartments have terrace.Apply NOW to reserve your apartment!!"
Apartment,550,"Bond $1,360","35/416A St Kilda Road, Melbourne", 1, 1, 1,,,Available now,"Phone enquiry code for this property: 1873Bright modern, spacious 1 bedroom apartment in super convenient location.Price Includes; Power, Gas, NBNQuoted price is for a 6 month plus lease, shorter term from 1 month is available.Supplied with linen, towels, equipped kitchen, just bring suitcase.Dishwasher, Microwave, Oven, Gas Stove Laundry, 7.5kg machine and dryerBath and ShowerBedroom with queen bed and robesLounge with Sofa Bed, TV etcBasement car park with remote accessBuilding facilities include BBQ, Tennis Court, Swimming Pool and Gym2km from CBD, surrounded by parks, sitting between Domain Gardens, Albert Park, Faulkner ParkPhone enquiry code for this property: 1873"
Apartment,rom,"Bond $4,080","2B/393 Spencer Street, Melbourne", 2, 2, 1,,,Open tomorrow 3:20pm View allAvailable 02 Dec 2019,"*ARRANGE AN INSPECTION TIME ONLINE – DETAILS AS BELOW**1Bed1bath available for lease*2Bed1bath1car available for lease*2Bed2bath1car available for lease*Additional Car Park available for lease*Furnished apartment available for lease at additional cost*In every direction from Melbourne Village a Brand New Building, the city is alive with energy. Between the streets of the CBD and the expansive green parklands and banks of the Yarra River, you’ll find everything you need and everything you love close to home. From the spectacular views to the interior design and the once-in-a-lifetime location, every element of Melbourne Village celebrates sophisticated Melbourne Living. Ideally positioned between the bustling CBD and the vibrant waterfront, Melbourne Village offers unrivalled, never-to-be-built-out vistas in every direction, from the morning light over the bay to the twinkling cityscape at night. At every hour, inside and out, Melbourne Village radiates rare urban elegance. Each apartment has been meticulously planned to maximise the spectacular views in all directions. The design of each residence balances practicality and luxury, from the intelligent use of space and storage to the premium level of fixtures and finishes. In every way, these are homes that impress on every level.-Central garden on Level 3 of Melbourne Village, residents to relax on sun lounges and enjoying a meal with friends.-The 25-metre, indoor pool on level 3 is surrounded by stunning views out towards the water and over the city.-Business lounge is a flexible, contemporary and exclusive work space for MV residents with floor to ceiling glass wall and free WiFi access.-Library lounge, a perfect place to unwind.-In house cinema, big sporting matches and even Karaoke on the big screen.-Gym with cardio, weights, group classes or solo training, making it easy to keep fit an stay well at MV.-Moments from Haileybury, Melbourne University, RMIT, University High School, Queen Vic Market, and Flagstaff garden-Walking distance to one of the busiest train stations (Southern Cross)-80mm Luxury Island benchtop-Modern kitchen with Miele appliances-Spilt system cooling and heating-Floor to ceiling glass with stunning views across the city and the docksWhere applicable, NBN Connection fees are the exclusive responsibility of the tenant.1form applications accepted.TO BOOK AN INSPECTION click the BOOK INSPECTION button, enter your details and choose the day and time that suits you. If there are no times available, please register your details and you will be notified once an inspection time becomes available.If you do not register, you will not be notified of any cancellations or changes to inspection times.Please note: Photographs & Illustrations shown in this advertisement are indicative ONLY and may show various apartments."
Apartment,rom,"Bond $3,000","1B/393 Spencer Street, Melbourne", 1, 1, 1,,,Open tomorrow 3:20pm View allAvailable 02 Dec 2019,"*ARRANGE AN INSPECTION TIME ONLINE – DETAILS AS BELOW**1Bed1bath available for lease*2Bed1bath1car available for lease*2Bed2bath1car available for lease*Additional Car Park available for lease*Furnished apartment available for lease at additional cost*In every direction from Melbourne Village a Brand New Building, the city is alive with energy. Between the streets of the CBD and the expansive green parklands and banks of the Yarra River, you’ll find everything you need and everything you love close to home. From the spectacular views to the interior design and the once-in-a-lifetime location, every element of Melbourne Village celebrates sophisticated Melbourne Living. Ideally positioned between the bustling CBD and the vibrant waterfront, Melbourne Village offers unrivalled, never-to-be-built-out vistas in every direction, from the morning light over the bay to the twinkling cityscape at night. At every hour, inside and out, Melbourne Village radiates rare urban elegance. Each apartment has been meticulously planned to maximise the spectacular views in all directions. The design of each residence balances practicality and luxury, from the intelligent use of space and storage to the premium level of fixtures and finishes. In every way, these are homes that impress on every level.-Central garden on Level 3 of Melbourne Village, residents to relax on sun lounges and enjoying a meal with friends.-The 25-metre, indoor pool on level 3 is surrounded by stunning views out towards the water and over the city.-Business lounge is a flexible, contemporary and exclusive work space for MV residents with floor to ceiling glass wall and free WiFi access.-Library lounge, a perfect place to unwind.-In house cinema, big sporting matches and even Karaoke on the big screen.-Gym with cardio, weights, group classes or solo training, making it easy to keep fit an stay well at MV.-Moments from Haileybury, Melbourne University, RMIT, University High School, Queen Vic Market, and Flagstaff garden-Walking distance to one of the busiest train stations (Southern Cross)-80mm Luxury Island benchtop-Modern kitchen with Miele appliances-Spilt system cooling and heating-Floor to ceiling glass with stunning views across the city and the docksWhere applicable, NBN Connection fees are the exclusive responsibility of the tenant.1form applications accepted.TO BOOK AN INSPECTION click the BOOK INSPECTION button, enter your details and choose the day and time that suits you. If there are no times available, please register your details and you will be notified once an inspection time becomes available.If you do not register, you will not be notified of any cancellations or changes to inspection times.Please note: Photographs & Illustrations shown in this advertisement are indicative ONLY and may show various apartments."
Apartment,1100,,"6606/228 La Trobe Street, Melbourne", 3, 2, 1,,,Available now,"***Aurora Apartment - Available Now***Situated right at the centre of Melbourne CBD, enjoy a central living location that provides convenient access to your everyday needs and a seemingly endless list of possibilities for leisure. Right across from Melbourne Central, the property is within the CBD free tram zone, just a few minutes from Melbourne Central train station, State Library of Victoria, QV, RMIT University and University of Melbourne. A few streets away are Queen Victoria Market, Carlton Gardens, Flagstaff Gardens, and the shopping complex of Emporium, David Jones, and Myer on Bourke Street.The three-bedroom, two-bathroom (one is an ensuite), and one-carpark property boasts high quality finishing and fixtures throughout. Upon entrance, you are led through to a spacious open-plan living, dining, and kitchen area. The floor-to-ceiling windows open to a glorious view of Melbourne city, letting plenty of natural light and fresh air into the living and dining space. The generously-sized kitchen comes complete with stone bench top, gas-stove, dishwasher, oven, fridge, plenty of storage space, a pantry, and an island counter. The sleek designs are a sight to behold. Bedrooms each have access to floor-to-ceiling windows and an uninterrupted view of the city. Plush carpeting line the floors throughout. The two contemporary-styled bathrooms come with immaculate tiles, a bath, a wide shower, double sinks in the ensuite, plenty of storage space.Residents also get privileged access to a number of building facilities: indoor pool, sauna and steam room, sundeck, fully-equipped gym, private dining and lounge space, BBQ area, Private Cinema and Karaoke Rooms. The city and everything it has to offer is right at your doorstep! Don’t miss this opportunity to live in the coveted central-CBD location where you can work, play, and live at the heart of Melbourne.Please contact Mario Setiawan at 0422234725 for inspection."
Apartment,770,"Bond $4,620","2102/68 La trobe Street, Melbourne", 2, 2, 1,,,Available 14 Nov 2019,"This beautiful apartment is fully furnished with Master bedroom with en suite ,shower,bath etc build in robes ,balcony , second bedroom has build in robes, second bathroom with shower etc. Laundry , great kitchen with gas/cook/top, elect/oven , microwave fridge etc Open plan living/dining area & balcony with the most beautiful city views of Melbourne .one under secure car space.The building has 24/7 Concierge , pool, spa, stream room , sauna and a great gym. BBQ area and garden to enjoy .So close to all of Melbourne shopping , RMIT .Trams, Trains, Buses .Private inspection phone Ian Campbell on 0412 833 201"
Apartment,730,"Bond $3,172","303/9 Degraves Street, Melbourne", 3, 2,0,,,Open tomorrow 11:00am View allAvailable now,"This spacious 3 bedroom, 2 bathroom mezzanine apartment overlooks one of Melbourne’s most cosmopolitan streets, offering world class food; it will be difficult to ignore the delightful taste and charm of Degraves Street.Features include:     Built in wardrobes                                 Spacious dining and living area                                 Air-conditioning/Heating                                 Gas Cook Top & Oven                                 Dishwasher                                 Secure Entry                                 Security 24/7.You will be stepping out straight on to the popular hub that is Degraves Street, Southgate and the city's attractions are all just a stroll away. Conveniently located opposite Flinders Street Station, you will have the option to catch public transport to all directions.  You'll be spoilt for choice on how to spend your evenings in the most central location Melbourne has to offer.Please see inspection times or contact us on P:  9014 9000 E: reception@homeat.com.au to organise an inspection time that suits you."
Apartment,575,,"12/668 Bourke Street, Melbourne", 2, 1, 1,,,Available 19 Nov 2019,"UNFURNISHED - Modern and spacious 2 bedroom apartment situated in a fantastic location. With tram lines, Southern Cross Station, supermarkets, restaurants and cafes at your door step you won’t need to look any further for the perfect property. Accommodation: Comprising spacious open plan lounge/dining area with air conditioning and heating leading out to your own private balcony, modern kitchen with stainless steel appliances, granite bench tops and plenty of storage space, good sized bedrooms, both with mirrored built in wardrobes, sparkling main bathroom with laundry facilities including dryer. Features: Security key entry, 7 day concierge service, one secure under cover car space and residents enjoy use of resort style facilities including pool, gym, BBQ & tennis courts."
Apartment,530,"Bond $3,300","2301/228  La Trobe Street, Melbourne", 1, 1,0,,,Open Thu 14 Nov 1:00pm View allAvailable now,"This stunning one bedroom apartment has been meticulously designed and built to service every need of inner CBD living. The generous sized living room is filled with natural light and flow onto the balcony with views throughout the CBD and suburbs.Aurora Melbourne Central is a 92 level tower with direct acess to Melbourne Central, shopping, retail and train station. Featuring an alluring design and stunning views of the CBD, residents will enjoy a host of amenities and communal areas spread over 3 levels which includes:– 25m indoor lap pool– Sauna– Steam Room– Sundeck– Plunge pool Jacuzzi– Gym– Yoga Zone– Dance Barre– Private dining lounge spaces– BBQ deck with outdoor seating– Private cinema– Karaoke RoomWith everything at your door step, enjoy the envious lifestyle Aurora has to offer. Book an inspection today."
Apartment,510,,"535 flinders lane, Melbourne", 1, 1,0,,,Available now,"Nice apartment locate in melbourne CBD. door step to southern cross station , casino ,shops , cafe down the apartment. Tram and train 5 min walk.furnished inside "
Apartment,510,,"3703/450  Elizabeth Street, Melbourne", 1, 1,0,,,Available 23 Nov 2019,"Move into this stunning apartment located in the renowned Elizabeth St on 37th floor at the heart of the CBD! Enjoy the abundance of amenities in the nearby area including the Queen Victoria Market, Melbourne Central, numerous public transport routes and the RMIT and Melbourne Universities. Apartment features include open living spaces filled with natural light, a fully equipped contemporary kitchen fitted with quality appliances, ample storage spaces, 1 bedrooms and a modern bathroom. Residents also enjoy the fantastic facilities such as in ground pool, gym, entertainment area and media room. Call Oscar Zhang 0422 091 396 today to register your interest, as this one won’t last!"
Studio,400,"Bond $1,739","610/238 Flinders Street, Melbourne",0, 1,0,,,Open today 2:00pm View allAvailable now,"FULLY FURNISHED INCLUDING GAS & WATER BILLSThis large studio comes fully furnished, it is equipped with all essential items such as bed (2 x singles or a double), fridge, microwave, air-conditioning, heater desk, built in wardrobe and more.  The apartment is spacious and is located right in the heart of Melbourne, opposite Flinders Street station; you cannot get a more prime position. The apartment has large windows with a view and the building comes includes the following:Secure card accessLarge communal rumpus room with pool table, Foxtel and ping pong tableBroadband or wireless internet connection Please see our inspection times to inspect the property or call on (03) 9014 9000 or email reception@homeat.com.au to organise a time that suits you.  "
Apartment,380,"Bond $1,647","One Bedroom/238 Flinders Street, Melbourne", 1, 1,0,,,Available now,"Modern Apartment available for long term (Conditions apply). Advertised rate is for a 12 month contract. Our self-contained apartments include a kitchenette and en suite toilet and shower. Every apartment comes fitted with a heater and intercom. Facilities include coin operated communal laundry and a newly renovated common room with games tables including pool and table tennis and a large screen TV with cable.The iconic Flinders Street Station sits across UniLodge on Flinders and the free City Circle Tram stops right outside your doorstep, taking you to attractions like the Old Melbourne Gaol or Docklands. UniLodge on Flinders is located just minutes from major universities and the Queen Victoria Market. There are plenty of eateries around, whether it’s in the busy malls of Chinatown in Little Bourke Street or the posh restaurants along the Yarra River in Southbank. Cinemas, bars, cafes & nightlife are abundant in this vibrant city so there is always something fun & entertaining to do close by. UniLodge on Flinders is your home away from home. College House Management Pty Ltd (Licensed Estate Agent) - trading as UniLodge on Flinders"
Apartment,370,"Bond $1,603","Studio Double/238  Flinders Street, Melbourne",0, 1,0,,,Available 06 Jan 2020,"Modern Apartment available for long term (Conditions apply). Advertised rate is for a 12 month contract. Our self-contained apartments include a kitchenette and en suite toilet and shower. Every apartment comes fitted with a heater and intercom. Facilities include coin operated communal laundry and a newly renovated common room with games tables including pool and table tennis and a large screen TV with cable.The iconic Flinders Street Station sits across UniLodge on Flinders and the free City Circle Tram stops right outside your doorstep, taking you to attractions like the Old Melbourne Gaol or Docklands. UniLodge on Flinders is located just minutes from major universities and the Queen Victoria Market. There are plenty of eateries around, whether it’s in the busy malls of Chinatown in Little Bourke Street or the posh restaurants along the Yarra River in Southbank. Cinemas, bars, cafes & nightlife are abundant in this vibrant city so there is always something fun & entertaining to do close by. UniLodge on Flinders is your home away from home. College House Management Pty Ltd (Licensed Estate Agent) - trading as UniLodge on Flinders"
Apartment,350,"Bond $1,517","Studio/238 Flinders Street, Melbourne",0, 1,0,,,Available 06 Jan 2020,"Modern Apartment available for long term (Conditions apply). Advertised rate is for a 12 month contract. Our self-contained apartments include a kitchenette and en suite toilet and shower. Every apartment comes fitted with a heater and intercom. Facilities include coin operated communal laundry and a newly renovated common room with games tables including pool and table tennis and a large screen TV with cable.The iconic Flinders Street Station sits across UniLodge on Flinders and the free City Circle Tram stops right outside your doorstep, taking you to attractions like the Old Melbourne Gaol or Docklands. UniLodge on Flinders is located just minutes from major universities and the Queen Victoria Market. There are plenty of eateries around, whether it’s in the busy malls of Chinatown in Little Bourke Street or the posh restaurants along the Yarra River in Southbank. Cinemas, bars, cafes & nightlife are abundant in this vibrant city so there is always something fun & entertaining to do close by. UniLodge on Flinders is your home away from home. College House Management Pty Ltd (Licensed Estate Agent) - trading as UniLodge on Flinders"
Apartment,340,"Bond $1,477","301/68 Hayward Lane, Melbourne", 1, 1,0,,,Available 06 Dec 2019,"***Open for Inspection times - please visit https://sha.com.au/property/5872-68-hayward-lane/LOCATIONThe Ultimate in Student AccommodationCentral location in Melbourne CBD with walking distance to QV, Chinatown, RMIT, and Melbourne Central.BUILDING•	Security entry complex•	Fully furnished •	 lift access to all floors•	Gas usage included in the rent•	Communal laundry onsite•	Bicycle storageApply NOW to reserve your apartment!!Large West  Facing Studio apartment. Comprising an open plan kitchenette, with gas hot plates, microwave oven, bar fridge, built in robe, ensuite style bathroom, built in workstation / desk, Flat screen TV  & communal laundry facilities. Gas & water usage included in the rental. Apartments ending in 3 have a balcony.***Disclaimer: please be advised the internal Photos displayed are an example of the apartment type, the actual apartment may differ, apartments do not come with bedding***"
Serviced Apartment,780,"Bond $4,680","7109/228 La trobe st, Melbourne", 2, 2,0,,,Open Thu 14 Nov 12:30pm View allAvailable now,"Now you will have the opportunity to get a two-bedroom, two-bathroom apartment in a prime location. Aurora Melbourne Central offers unparalleled convenience and is connected to Melbourne's largest retail district, providing direct access to Melbourne Central Train Station for a higher level of living.This spectacular skyscraper is conveniently located at the center of the CBD, inside the free tram zone. The Melbourne Central Shopping Centre offers direct access to the largest retail district in the Central Business District, with a variety of pedestrian bridges that take you to the mall, David Jones, Meyer, Burke Street Mall. Aurora Melbourne Central is only 2 minutes walk to the State Library of Victoria and RMIT, a global university of technology, design and enterprise.Convenient Transportation• Downstairs is the Melbourne Central tram and train station.Feast• Chinese food? OK! 6 minutes walk to ChinaTown.• Korean food? OK! 12 minutes walk to Korean food street.• Want to cook by yourself? Sure!  5 minutes walk to Cole, 8 minutes walk to Woolworth, 8 minutes tram to Queen Victoria Market.Why is the rent higher than other apartments?Because those entertainment facilities are only available in the leisure club are downstairs!!!• Karaoke Room• Outdoor Barbecue area• Meeting room• Sauna and Steam room• Fitness equipment comparable to a professional gym• Heated swimming pool• CinemaUnfurnished but with refrigerator and microwaveWelcome to reserve time for inspection:)"
Apartment,750,"Bond $3,000","3906/466 Collins Street, Melbourne", 2, 2,0,,,Open Sat 16 Nov 11:40am View allAvailable now,"Melbourne’s most exclusive and prominent streets gives warm welcome to the city’s thinnest skyscraper with the heritage and elegance of the 190 metre Collins House.Designed by Bates Smart, the slender tower floats atop the grand heritage facade of the Maker’s Mark building comprising of 259 spacious apartments across 60 floors with panoramic city views and floor to ceiling double glazed windows filling all residences with natural light and warmth.Meticulously designed Collins House residents have exclusive access to:• Collins Terrace – a private outdoor terrace featuring a sumptuous dining, lounge & BBQ area, coupled with a gourmet indoor kitchen & lounge.• St James Club – located on level 27 with sweeping views over the City, this opulent residents club features a private dining room, lounge & resident’s library, a state-of-the-art gym, and media room.• Concierge• A beautifully designed lobby – featuring plush lounge seating and a feature fireplace"
Apartment,600,"Bond $3,600","2405/33 MacKenzie St, Melbourne", 2, 1,0,,,Open Thu 14 Nov 5:30pm View allAvailable now,"The 31 levels building located near historical Carlton gardens and the best of cbd has to offer Attractive building contemporary interior design. Resort style building. Features include sky gym, 25m swimming pool, outdoor lounge, rooftop gardens must see panoramic views.Must see modern design Apartment features 2 good equal size bedroom with BIR, 1 bath . As you enter to your left, European gourmet kitchen with Euro appliances, granite benchtop, Large bathroom laundry combination. Comfortable size balcony with nice city views, open plan living/meals.Security is important for the residence. Facilities include 25m heated swimming pool, spa and a well equipped gym to keep fit. Comfortable resort style living, roof top garden terrace. Come enter through this elegant lobby and inspect this apartment today.Save stamp duty for the first home buyers! Please call Eric at 0416688982 for inspection."
