property_type,price,bond,address,feature_bedroom,feature_bathroom,feature_parking,agent_brand,agent_name,available_date,property_details
Townhouse,505,,"3/107 Kanooka Grove, Clayton",2,2,1,Century 21 Property Group - Clayton,Agent: Pauline Mouzos,Available now,"Situated close to train station, Clayton shops, Monash Hospital and University this two bedroom plus study town house comprises spacious living room leading off to meals area, kitchen with Caesar stone bench top and  stainless steel European appliances including dishwasher, 3 air-conditioning units and garage with remote control.Quiet secluded courtyard perfect for entertaining, inspection will impress. "
Apartment,295,"Bond $1,282","6/3 Sarton Road, Clayton",1,1,1,Century 21 Property Group - Clayton,Agent: Peter Magdalinos,Available now,"Share accommodation, featuring good size bedroom with private bathroom, split reverse cycle air conditioner, television, bedding , desk , private pantry & fridge. Also features modern common kitchen/meals & lounge room with TV, laundry facilities & an outdoor garden area . Situated close to Monash University & includes all utility bills except internet."
House,699,"Bond $3,042","1/73  Prince Charles Street, Clayton",4,3,2,Century 21 Property Group - Clayton,Agent: Kosta Poulellis,Available now,"Stunning brand new townhouse in the heart of Clayton talk to Clayton Central and transport. Spacious living and kitchen area, all bedrooms with built in robes, two master bedrooms both with ensuites, central bathroom, powder room, single lock up garage, car space and private court yard. Features: Split systems in all rooms, dishwasher and gas appliances. Inspection Will Impress"
Townhouse,575,"Bond $2,499","39 Francis Street, Clayton",4,2,2,Century 21 Property Group - Clayton,Agent: Peter Magdalinos,Available now,"Spacious townhouse comprises of four (4) bedrooms, lounge area with parquetry floors, kitchen with adjoining meals area ,  two (2) bathrooms, laundry, single garage & private courtyard. Features central heating & all gas appliances plus semi furnished includes fridge, washing machine, lounge suite, coffee table, bedding configuration and desks plus chairs to all bedrooms."
Townhouse,rom,"Bond $1,920","Room 1&2/6 Carlson Avenue, Clayton",1,1,0,Darras & Zervas - Clayton,Agent: Max Mai,Open tomorrow 4:45pm View allAvailable now,"This brand new & luxury townhouse offers stylised European kitchen, individual locker & fridge, polished floorboard, shared laundry, highly securities CCTV system.Private spacious room with BIR, double bed, study desk and chairWalking distance to Monash UniElectricity, Gas, Water, Internet all included.CALL NOW TO INSPECT..95444611 FOR MORE GO TO www.darraszervas.com.au"
Apartment,425,"Bond $1,847","8/333A Clayton Road, Clayton",2,1,1,Darras & Zervas - Clayton,Agent: Chrissy Savic,Open Thu 14 Nov 2:30pm View allAvailable now,"THIS APARTMENT IS VERY CLOSE TO TRAIN STATION, SHOPS, MONASH UNIVERSITY AND MONASH HOSPITAL, TO SUIT THE MODERN EXECUTIVE, STUDENT OR FAMILY, SECURE ENTRY, TWO BEDROOMS, WITH BUILT IN ROBES, LARGE LOUNGE, BATHROOM, LAUNDRY, PARTLY FURNISHED(as per photo)FREE GAS BILL & CAR SPACE, PROPERTY ALSO FEATURES AIR CONDITIONING . (if you don't need the furniture it can be removed.)CALL NOW TO INSPECT..95444611  FOR MORE GO TO www.darraszervas.com.au"
Townhouse,360,"Bond $1,564","3/74 Wellington  Road, Clayton",2,1,1,Woodards - Mount Waverley,Agent: Lena Salamanis,Available now,"Situated at the front of a small complex, this two storey townhouse comprises 2 bedroom with built in robes to both bedrooms, large lounge/meals area, separate kitchen, bathroom and laundry, secure courtyard to the front and back plus single carport.PLEASE NOTE: Open for inspection times are subject to change or cancellation without notice. Photo ID is required at all inspections.Arranging an inspection is easy!To book a time to inspect, simply click on the ‘Book an Inspection Time’ button OR click ‘Contact Agent’, email through your details so we can reply with available appointment times for you to register to inspect. By registering, you will be INSTANTLY informed of any updates, changes or cancellations for your appointment."
Townhouse,500,"Bond $2,173","Unit 8/10-12 Murray Street, Clayton",3,1,1,LJ Hooker - Clayton,,Available 26 Nov 2019,"NO INSPECTIONS PRIOR TO 7 NOVEMBERAvailable for lease is this 3 bedroom townhouse in high rental demand area.  Features:  Downstairs - great size private living area, kitchen/dining area with plenty of cupboard space and great appliances, laundry and 2nd toilet.  Upstairs - 3 bedrooms all with robes and central bathroom.  Single lock up garage and small rear courtyard compliment this property.Ideal location for Monash Medical staff and Monash Uni students.  Close to Clayton shopping & Train Station.  Photo ID must be presented at all inspections."
Studio,210,Bond $913,"Room 4, 1/18 Glenbrook Avenue, Clayton",1,,0,LJ Hooker - Clayton,,Available 06 Dec 2019,"BILLS INCLUDED IN THE RENTThis partially furnished studio apartment is conveniently located 300 meters to Monash University and 1 km to Monash Medical Centre and Clayton train station and the list goes on. The property itself features:- Modern open living- Double bed - Built in wardrobe- Study desk and chair- Shared Bathroom, Common Area, Kitchen & Laundry space.Suited to just about anyone. Complimentary WI-FI available at the property. NO INSPECTIONS PRIOR TO 18/11/2019Photo ID must be presented at all inspections."
Studio,210,Bond $913,"Room 3, Unit 1/18 Glenbrook Avenue, Clayton",1,,0,LJ Hooker - Clayton,,Available 04 Dec 2019,"BILLS INCLUDED IN THE RENTThis partially furnished studio apartment is conveniently located 300 meters to Monash University and 1 km to Monash Medical Centre and Clayton train station and the list goes on. The property itself features:- Modern open living- Double bed - Built in wardrobe- Study desk and chair- Shared Bathroom, Common Area, Kitchen & Laundry space.Suited to just about anyone. Complimentary WI-FI available at the property. NO INSPECTIONS PRIOR TO 18/11/2019Photo ID must be presented at all inspections."
Townhouse,520,"Bond $3,120","Unit 1/1280 Centre Road, Clayton",3,2,2,LJ Hooker - Clayton,,Available 22 Nov 2019,"*3 large bedrooms with built in robes, main bedroom with BIR's and ensuite* spacious living area, modern kitchen with gas cooking and lots of cupboard space* large main bathroom with separate shower and bath tub* Separate laundry* ducted heating* private and low maintenance rear yard* double lock up garage with remote and internal access.Across the road to the  Aquatic Centre and  Clayton shops. Minutes away from  Clayton train station, Monash Medical Centre and Monash University."
Unit,480,"Bond $2,086","Unit 2/61 Jaguar Drive, Clayton",3,2,2,LJ Hooker - Clayton,,Available now,"Three bedroom brick veneer unit on Jaguar Drive Clayton is in excellent condition and comprises large bedrooms, master bedroom with ensuite, lounge, kitchen and dining, ducted heating, all gas appliances and remote double lock up garage.For more information on this or other properties we have available, please contact our rental department on 03 9543 4100 or email rentals.clatyon@ljh.com.au."
Townhouse,590,"Bond $2,565","18 Dooga Street, Clayton",3,2,1,Greg Hocking Telios - Oakleigh,,Open Thu 14 Nov 5:00pm View allAvailable 18 Nov 2019,"Spacious and most sought after this fantastic executive townhouse comprises and features open plan lounge, dining area, kitchen meals with stainless steel appliances, gas cook top, electric oven, three bedrooms, master bedroom with walk in robe and ensuite, x2 toilets, fully carpeted upstairs and tiled downstairs area ducted heating, laundry, rear low maintenance courtyard and single garage.Located within a very short distance to Monash University, public transport, educational and recreational facilities."
Townhouse,435.00,"Bond $2,610","Unit 1/5-7 Thomas Street, Clayton",2,1,1,LJ Hooker - Clayton,,Available now,"Great sized two bedroom unit which has just got a mini makeover.Two bedrooms unit both with robes, lounge with electric wall heater, carpet in lounge and bedrooms, kitchen/meals with electric cooking, electric hot water system, bathroom, separate toilet, small rear yard with single lock up garage.  This great sized apartment is in walking distance to the busy Clayton shopping strip and Clayton train station.What more could you possibly need?Photo ID required at all inspections."
Unit,270,"Bond $1,173","2/58 Browns Road, Clayton",2,1,1,,,Available 15 Nov 2019,"2 Bedroom Semi Furnished Unit for Lease.  Kitchen with as cooking, living room .  Main bathroom. 2  bedroom with floating boards.To inspect call or SMS to 0408 549 950.CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.auAgent:"
Unit,525,"Bond $2,280","1/16 Donald Street, Clayton",3,1,2,,,Open Wed 13 Nov 4:30pm View allAvailable now,"The Phone Code for this property is: 16593. Please quote this number when phoning or texting.This spacious three bedroom, one bathroom and two toilet unit is located within a 2 minute walk to Clayton station and Monash Medical Centre.  All bedrooms are fitted with walk-in wardrobes and ducted heating throughout.  The modern kitchen and dining area is open and light.  Carpet in all bedrooms and lounge area.  There are two car spaces that come with this unit.The local shopping precinct is only a 2 minute walk away filled with many cafes, restaurants, and the Hong Kong supermarket. Public transport is close, with both trains and buses only moments away.Disclaimer: Whilst every care has been taken to verify the accuracy of the details in this advertisement, For Sale By Owner (forsalebyowner.com.au Pty Ltd) cannot guarantee its correctness. Prospective buyers or tenants need to take such action as is necessary, to satisfy themselves of any pertinent matters."
Apartment,410,"Bond $1,738","131/1457 North Road, Clayton",2,1,0,,,Available 09 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 131 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
House,540,"Bond $2,346","18 Madeleine Rd, Clayton",3,1,2,,,Available 16 Dec 2019,"CITY WIDE REAL ESTATE- FURNISHED!!!!!!!!AGENT: Costa Kaimakamis 0408 775 0073 Bedroom house. 2 large living areas, gas cooking & gas heating, floorboards. Walk to Monash Uni, Monash Medical Centre & train station.FURNITURE included: refrigerator, washing machine, bedsAGENT: Costa Kaimakamis 0408 775 007CITY WIDE REAL ESTATE282 CLAYTON ROAD, CLAYTON"
House,420,"Bond $1,825","854 Blackburn Road, Clayton",3,1,2,,,Available 13 Dec 2019,"CITY WIDE REAL ESTATE... Call or email Agent - Costa 0408775007  costa@citywiderealestate.com.au3 Bedroom House.  Polished floorboards, renovated bathroom. separate living area, gas heating, gas appliances, build in wardrobes, lock up garage. Walking distance to Monash University and transport.CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.au"
Unit,520,"Bond $2,260","4/8 Wright Street, Clayton",3,1,1,,,Available 07 Dec 2019,"CITY WIDE REAL ESTATE.  Call or SMS to Agent - Costa on 0408775007  costa@citywiderealestate.com.Apply online 1FORM.3 Bedroom Unit close to Monash Medical Centre and train stationModern design, central ducted heating, gas appliances, alarm system, lock up garage. Very close to Monash Medical Centre, Clayton train station, Monash UNI, shopping centre and schools.Agent:  Costa Kaimakamis Mobile: 0408 775 007CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.au"
Townhouse,680PW,"Bond $4,100","111 Moriah Street, Clayton",4,3,2,,,Available now,"Phone enquiry code for this property : 2163近Monash大学的欧式Townhouse，有家具电器，欢迎看房预定。Great location, only take 15-20mins walk to Monash Uni;Near Clayton Station and Shopping malls;Fully furnished townhouse with one garage;Phone enquiry code for this property : 2163"
Townhouse,670,"Bond $2,911","3/3 Burton Avenue, Clayton",4,2,2,,,Available 18 Dec 2019,"4 Bedroom Townhouse. Master bedroom with en-suite, 2nd bathroom, 3 toilets, kitchen with granite tops, polished floor boards. Remote control garage, alarm system, ducted heating. Walk to train station Monash Medical Centre and transport.To inspect, SMS to 0408 54 99 50.CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.auContact Listing Agent:PhillipKaimakamisMobile: 0408 54 99 50Phone: (03) 9544 9500"
Apartment,400,"Bond $2,400","G22/1457 North Road, Clayton",2,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit G22 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,375,"Bond $2,250","209/1728 Dandenong Road, Clayton",2,1,0,,,Available 29 Jan 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 209 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As new, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private bathroomKitchen with 4 burner gas cookingBigAir Wi-Fi broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply Now!! "
Apartment,280,"Bond $1,217","113/1457 North Road, Clayton",1,1,0,,,Available 29 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 113 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,275,"Bond $1,195","120/1457 North Road, Clayton",1,1,0,,,Available 19 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 120 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Studio,270,"Bond $1,173","114/1457 North Road, Clayton",1,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 114 - This is a STUDIO apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Unit,335,"Bond $1,452","Unit 10/1 Greenfield Drive, Clayton",1,1,1,,,Open Wed 13 Nov 12:00pm View allAvailable 17 Dec 2019,"This gorgeous 1 bedroom apartment plus study (can be used as a bedroom) is situated in a stylish development on Greenfield Drive.The property features all electric appliances, stainless steel cooking appliances, dishwasher, wall to wall carpets, built in robes to both bedrooms, security entrance with secure access to a single carport and plenty of visitor car parking is available.Included on this modern development all residents in the complex have direct access to the swimming pool which is located at your front door. Within walking distance to Monash Medical Centre, public transport and local schools."
Apartment,265,"Bond $1,108","212/1728 Dandenong Road, Clayton",1,1,0,,,Available 29 Nov 2019,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 212 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,405,"Bond $2,430","301/1728 Dandenong Road, Clayton",2,1,0,,,Available 29 Jan 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 301 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As new, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private bathroomKitchen with 4 burner gas cookingBigAir Wi-Fi broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply Now!! "
Apartment,280,"Bond $1,151","G08/1457 North Road, Clayton",1,1,0,,,Available 27 Nov 2019,"Unit G08 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Townhouse,500,"Bond $2,173","3 BRUSHBOX COURT, Clayton",3,1,1,,,Available now,"This 3 bedroom modern townhouse near Monash Uni & Medical Centre, walk to schools, train and shops, this townhouse features tiled flooring in traffic and wet areas, carpet in the generous bright living area and in the 3 upstairs bedrooms with built-in robes (main with balcony). It also features a family bathroom with laundry fittings, a downstairs powder room and fully equipped kitchen with stone benches and Blanco appliances.Be quike!Note: Photo I.D. is required at all inspections.Disclaimer: Every precaution has been taken to ensure the accuracy of the above information, but it does not constitute any representation by the vendor or the agent. Prospect purchasers should make their own inquiries to verify the information contained in this document.**Inspection times and availability dates are subject to change or cancellation without notice. Please contact our office prior to the inspection to confirm availability.**"
Unit,520,"Bond $2,260","1/58 Eva Street, Clayton",3,2,2,,,Available 25 Nov 2019,"CITY WIDE REAL ESTATE... Email Agent enquiry or SMS to Agent: Costa on 0408775007.3 Bedroom Unit. Modern design. Master bedroom with en-suite, 2nd bathroom, modern kitchen, solar hot water, ducted heating and cooling, double garage with remote control.CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.au"
Apartment,395,"Bond $2,370","111/1457 North Road, Clayton",2,1,0,,,Available 29 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 111 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,385,"Bond $2,310","313/1728 Dandenong Road, Clayton",2,1,0,,,Available 12 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 313 - This is a TWO-BEDROOM apartment for TWO persons only** This unit with A/C **Monash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,380,"Bond $2,280","124/1728 Dandenong Road, Clayton",2,1,0,,,Available 19 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 124 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As new, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private bathroomKitchen with 4 burner gas cookingBigAir Wi-Fi broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply Now!! "
Apartment,280,"Bond $1,217","318/1457 North Road, Clayton",1,1,0,,,Available 22 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 318 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!Brand New modern, stylish studio, one bedroom and 2 bedroom student accommodation.These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment IncludeRent includes Gas Usage.Fully furnished Studios / 1 & 2 Bedroom apartments.Private stylish bathroom and Kitchen,Broadband internet point and individual telephone line.Apartments include a private courtyard or a balcony.Reverse Cycle Air Conditioning and heatingFurniture inclusions are:Most units with four hot plates gas cookingBed with storage drawers and mattressTelevision and DVD player with remote controlLounge chairsBuild in Study DeskStudy ChairBuild in robeMicrowave OvenUnder bench fridgeWindow furnishings "
Apartment,275,"Bond $1,195","219/1457 North Road, Clayton",1,1,0,,,Available 05 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 219 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,270,"Bond $1,173","106/1728 Dandenong Road, Clayton",1,1,0,,,Available 22 Jan 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 106 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingWireless High Speed Broadband Internet (at own cost)Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,265,"Bond $1,151","G18/1728 Dandenong Road, Clayton",1,1,0,,,Available 05 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit G18 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Studio,265,"Bond $1,151","114/1728 Dandenong Road, Clayton",1,1,0,,,Available 15 Jan 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 114 - This is a STUDIO apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,275,"Bond $1,151","108/1457 North Road, Clayton",1,1,0,,,Available 25 Nov 2019,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 108 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
House,480,"Bond $2,086","1/130 Moriah Street, Clayton",3,1,1,Greatrex Property - SOUTH MELBOURNE,,Open Sat 16 Nov 10:00pm View allAvailable now,"Newly renovated 3 bedroom family home. Ideally located only a short walk from Monash Uni, Clayton Rd shops, Monash Medical Centre and Clayton Train Station. Near Westall Secondary, St Peter's Primary, Westall Primary, Clayton North Primary, M-City and Ikea.Features include:- Moden kitchen with dishwasher- Large light filled living room- Designated dinning area- 3 Spacious bedrooms all with BIR's.- Central bathroom with bath- Separate toilet- Separate laundry- Plenty of storage space- Remote single garage- Private courtyard- Central heating and cooling- Floorboards throughoutThis property is not to be missed.Contact Natalie on 0438 060 522 to arrange a time to inspect!"
Townhouse,650,"Bond $2,824","2/227 Clayton Road, Clayton",3,2,2,Greg Hocking Telios - Oakleigh,,Open tomorrow 5:15pm View allAvailable now,"Spacious and built with the finest quality fittings this near new townhouse located in the heart of Clayton comprises and features: open plan lounge room with kitchen fitted off with gas cook top, electric oven and dishwasher, polished bamboo flooring to downstairs and carpeted upstairs, 3 large bedrooms with en-suite and x1 additional bathrooms, 2 toilets and upstairs retreat, heating/cooling, double remote access garage with rear low maintenance court yard."
House,450,"Bond $1,955","1 Dooga Street, Clayton",3,1,2,First National Clayton - CLAYTON,,Open Wed 13 Nov 5:30pm View allAvailable now,"This renovated home is located within walking distance Monash University, Monash Medical Centre, Clayton shops and train station, restaurants and cafes, public schools and all other amenities. Recent renovations include freshly painted throughout, freshly polished floorboards, new blinds, updated bathroom and laundry. Inspection is a must!Features of this property include:- Entry with BIR's- Large lounge room with gas heating- Modern kitchen with dining area, brand new stove and rangehood- 3 generous sized bedrooms- Family bathroom with separate shower & bath- Separate Toilet- Large secure backyard with lemon tree- Lock up garage with storage/workshop- Additional parking in driveway ***IMPORTANT - YOU MUST REGISTER TO INSPECT***Simply click on 'Book an Inspection Time' or 'Contact Agent' to register and we will respond with available appointment times. By registering, you will be instantly informed of any updates, changes or cancellations for your appointment.DISCLAIMERS*It is a requirement to inspect the property prior to applying.**Inspection times and property availability are subject to change or cancellation without notice. We highly recommend registering for an inspection should you wish to attend to avoid disappointment for any changes or cancellations.***Whilst First National Clayton has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease."
Unit,550,"Bond $2,390","2/60 Stockdale Avenue, Clayton",4,2,2,,,Available 23 Nov 2019,"***Would you like to Inspect this property? To select your preferred inspection time click the button EMAIL AGENT and enter your details and we will instantly respond***This well maintained four bedroom unit would be perfectly suited to students or a larger family. Comprising  two separate kitchens, two living spaces and two bathrooms. Features include built in robes, wall to wall carpets, two single carports, gas heating, gas cooking and two garden sheds. Situated close to Monash University, Monash Medical Centre and public transport."
House,440,"Bond $1,912","33 Morton Street, Clayton",3,1,1,,,Available now,"Located in a quiet street only 7 minutes’ walk to Monash University, this house is great for family or students who want a spacious house with the convenience to the university and all the amenities Clayton has to offer.Comprises of 3 spacious bedrooms all with wardrobes, massive living area and dining zones, kitchen with gas cooking and meals area. Separate shower/bath-tub and toilet.Features; gas ducted heating, freshly painted throughout, brand new bathroom and new toilet. Inspection is a must.******* IMPORTANT! REGISTER TO INSPECT PROPERTIES *********** If you would like to inspect this property please click ‘book inspection’ or ‘make an appointment’ and we will be in contact to arrange a suitable time. Alternatively, you can email the agent or visit the property listing on www.twre.com.au and click ‘Book Inspection’.*************************************************************"
Townhouse,520,"Bond $2,259","1/21 Arnott Street, Clayton",3,2,1,Darras & Zervas - Clayton,,Open tomorrow 4:00pm View allAvailable now,"Looking for an ideal location close to Monash University, then stop here. An outstanding front townhouse with separate entry and driveway, With a relaxing internal appeal, this property offers entry hall, spacious separate family room, galley style kitchen leading into a meals area that flows into the outdoor courtyard, 3 bedrooms with BIR, 2 bathrooms upstairs, laundry, 2 toilets and garage. Features: Quality carpets, ducted heating and much more. Prominent locality near buses and  Monash Medical Centre."
Townhouse,485,"Bond $2,129","3/9-11 Dixon Street, Clayton",3,2,2,LJ Hooker - Clayton,,Available now,"Situated in one of Clayton’s most sought after locations, this high-impact three bedroom townhouse has a lot to offer. This spacious home sure ticks all the boxes for a new family to call home.The Features include:- Three large bedrooms- Two Separate living areas- Kitchen/Family room with plenty of cupboard space- Master Bedroom with double robes, ensuite and balcony- Single Lock-Up Garage- Heating - Low maintenance courtyard- Freshly painted- Modern blinds installedLocated close to everything Clayton has to offer including Monash Medical Centre (50 meters away),  Clayton Train Station and Clayton Shopping. Parks, playgrounds and schools are at your doorstep and also within easy reach are Monash University. "
Apartment,465,"Bond $2,020","3/333a  Clayton Road, Clayton",2,1,1,Darras & Zervas - Clayton,,Open Thu 14 Nov 2:30pm View allAvailable now,"THIS EXQUISITE LUXURIOUS APARTMENT IN THE HEART OF CLAYTON NEAR SHOPS, TRAIN STATION, HOSPITAL AND CLAYTON UNIVERSITY, IS IDEALLY SUITED FOR THOSE SEEKING A CONVENIENT LOCATION CONSISTING OF TWO BEDROOMS, LOUNGE, MODERN KITCHEN, TILED BATHROOM, LAUNDRY. PROPERTY ALSO FEATURES SECURITY ENTRANCE, AIR CONDITIONING, AND UNDER COVER PARKING, NO PETS ALLOWED, CALL NOW TO INSPECT."
